"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"67","2022-09-16","0.00","5505.00","460.00","410.00","10200.00","16445.00","6375.00",NULL,"[]","[{""name"":""maam lady - "",""price"":""85.00""},{""name"":""MA'AM BRY - "",""price"":""55.00""},{""name"":""SIR LANDINGIN - "",""price"":""55.00""},{""name"":""SIR LANZ - "",""price"":""85.00""},{""name"":""sir lester - "",""price"":""130.00""}]","[{""name"":""sir jann -  (Jul 06) - cash"",""price"":""70.00""},{""name"":""sir jann -  (Jul 06) - cash"",""price"":""95.00""},{""name"":""sir jann - care off sirjann (Jul 08) - cash"",""price"":""85.00""},{""name"":""sir jann -  (Jul 11) - cash"",""price"":""110.00""},{""name"":""sir jann -  (Jul 13) - cash"",""price"":""110.00""},{""name"":""sir jeff - care off sir jann (Jul 13) - cash"",""price"":""95.00""},{""name"":""sir jann - care off sir jann (Jul 13) - cash"",""price"":""95.00""},{""name"":""Sir VPA - care off sir jan (Jul 18) - cash"",""price"":""400.00""},{""name"":""sir jann -  (Jul 21) - cash"",""price"":""190.00""},{""name"":""ma'am shiela(sir jepoy) -  (Jul 26) - cash"",""price"":""110.00""},{""name"":""sir ghino -  (Jul 27) - cash"",""price"":""135.00""},{""name"":""sir ghino -  (Jul 28) - cash"",""price"":""100.00""},{""name"":""sir ghino -  (Jul 28) - cash"",""price"":""70.00""},{""name"":""sir ghino -  (Jul 29) - cash"",""price"":""85.00""},{""name"":""vpa - care off sir jann (Jul 29) - cash"",""price"":""95.00""},{""name"":""sir jann -  (Jul 29) - cash"",""price"":""95.00""},{""name"":""sir jann -  (Jul 29) - cash"",""price"":""110.00""},{""name"":""sir jann -  (Jul 29) - cash"",""price"":""95.00""},{""name"":""sir ghino -  (Jul 30) - cash"",""price"":""1,540.00""},{""name"":""ma'am tin - care off sir jann (Aug 08) - cash"",""price"":""110.00""},{""name"":""ma'am shiela - care off sir jann (Aug 08) - cash"",""price"":""110.00""},{""name"":""sir jeff - care off sir jann (Aug 08) - cash"",""price"":""110.00""},{""name"":""sir ghino -  (Aug 10) - cash"",""price"":""150.00""},{""name"":""sir ghino -  (Aug 11) - cash"",""price"":""320.00""},{""name"":""Ma'am justin - care off Ma'm fel (Aug 11) - cash"",""price"":""260.00""},{""name"":""SIR JEFF - care off SIR JANN (Aug 16) - cash"",""price"":""195.00""},{""name"":""LUIS - care off SIR JANN (Aug 19) - cash"",""price"":""265.00""},{""name"":""MA'AM ARCHITECT - care off SIR JANN (Aug 22) - cash"",""price"":""95.00""},{""name"":""sir jann -  (Aug 25) - cash"",""price"":""220.00""},{""name"":""maam -  (Aug 30) - cash"",""price"":""85.00""},{""name"":""sir jann - care off sirjann (Aug 30) - cash"",""price"":""180.00""},{""name"":""maam tin -  (Aug 30) - cash"",""price"":""85.00""},{""name"":""SIR GHINO -  (Sep 01) - cash"",""price"":""70.00""},{""name"":""SIR GEF - care off SIR GHINO (Sep 08) - cash"",""price"":""895.00""},{""name"":""MAAM XIA -  (Sep 09) - cash"",""price"":""790.00""},{""name"":""MAAM XIA -  (Sep 09) - cash"",""price"":""155.00""},{""name"":""DARIN - care off SIR JANN (Sep 13) - cash"",""price"":""170.00""},{""name"":""MAAM jAS\/CONFERENCE  ROOM -  (Sep 13) - cash"",""price"":""1,655.00""},{""name"":""SIR GHINNO -  (Sep 13) - cash"",""price"":""70.00""},{""name"":""SIR GHINNO -  (Sep 13) - cash"",""price"":""80.00""},{""name"":""SIR GHINO\/MAAM XIA - care off SIRGHINNO (Sep 13) - cash"",""price"":""160.00""},{""name"":""SIR JANN - care off SIR JANN (Sep 13) - cash"",""price"":""285.00""}]","130.00","[{""name"":""Ice"",""price"":130}]","2022-09-16 16:54:08","2022-09-16 16:54:08"
"68","2022-09-17","0.00","4195.00","0.00","85.00","375.00","4525.00","4280.00",NULL,"[]","[{""name"":""sir lanz - "",""price"":""85.00""}]","[{""name"":""SIR KEVIN -  (Sep 13) - cash"",""price"":""160.00""},{""name"":""maam lady -  (Sep 16) - cash"",""price"":""85.00""},{""name"":""sir lester -  (Sep 16) - cash"",""price"":""130.00""}]","130.00","[{""name"":""Ice"",""price"":130}]","2022-09-17 17:25:46","2022-09-17 17:25:46"
"69","2022-09-19","0.00","11615.00","320.00","1890.00","0.00","13545.00","13825.00",NULL,"[]","[{""name"":""SIR LANZ - "",""price"":""145.00""},{""name"":""SIR EDZ - "",""price"":""195.00""},{""name"":""SIR VPA - care off SIR JANN"",""price"":""95.00""},{""name"":""MAAM SHEILA - "",""price"":""35.00""},{""name"":""MAAM TIN - "",""price"":""630.00""},{""name"":""RAM - care off SIR JM"",""price"":""170.00""},{""name"":""sir landingin\/SD - "",""price"":""245.00""},{""name"":""MA'AM RODS\/MA'AM TIN - care off UdD"",""price"":""190.00""},{""name"":""SIR EDZ - "",""price"":""85.00""},{""name"":""SIR EDZ - "",""price"":""100.00""}]","[]","280.00","[{""name"":""Ice"",""price"":280}]","2022-09-19 17:46:45","2022-09-19 17:46:45"
"70","2022-09-20","0.00","10665.00","715.00","805.00","0.00","11925.00","12185.00",NULL,"[]","[{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""sir edz - "",""price"":""85.00""},{""name"":""rain - "",""price"":""85.00""},{""name"":""sir ghino - care off sir jann"",""price"":""410.00""},{""name"":""sir jaime - care off sir jc"",""price"":""85.00""},{""name"":""sir lanz - "",""price"":""70.00""}]","[]","260.00","[{""name"":""Ice"",""price"":260}]","2022-09-20 17:32:32","2022-09-20 17:32:32"
"71","2022-09-21","0.00","11275.00","425.00","980.00","85.00","12505.00","12680.00",NULL,"[]","[{""name"":""sir edz - "",""price"":""195.00""},{""name"":""ma'am rhoads - care off sir jc"",""price"":""95.00""},{""name"":""lesly - care off sir jc"",""price"":""155.00""},{""name"":""sir lanz - "",""price"":""115.00""},{""name"":""sir landingin(SD) - "",""price"":""80.00""},{""name"":""EUCILLE - care off SIR JC"",""price"":""70.00""},{""name"":""MARK VINCENT TERSON(VOUCHER) - care off SIR JANN"",""price"":""95.00""},{""name"":""SIR JJ - "",""price"":""175.00""}]","[{""name"":""rain -  (Sep 20) - cash"",""price"":""85.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2022-09-21 17:35:09","2022-09-21 17:35:09"
"72","2022-09-22","0.00","12420.00","740.00","1330.00","210.00","14440.00","14490.00",NULL,"[]","[{""name"":""SIR CRAIG\/SD - "",""price"":""155.00""},{""name"":""MA'AM ZENY - "",""price"":""85.00""},{""name"":""Sir edberj - "",""price"":""110.00""},{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""engilbert - "",""price"":""35.00""},{""name"":""sir landingin (SD) - "",""price"":""85.00""},{""name"":""SIR RAIN - "",""price"":""90.00""},{""name"":""SIR JANN - "",""price"":""110.00""},{""name"":""SIR LANDINGIN(SD) - "",""price"":""300.00""},{""name"":""SIR ENGINEER - "",""price"":""80.00""},{""name"":""SIRJANN - "",""price"":""70.00""},{""name"":""SIR JJ - "",""price"":""140.00""}]","[{""name"":""MAAM SHEILA -  (Sep 19) - cash"",""price"":""35.00""},{""name"":""SIR JJ -  (Sep 21) - gcash"",""price"":""175.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2022-09-22 18:39:05","2022-09-22 18:39:05"
"73","2022-09-23","0.00","8960.00","70.00","2005.00","405.00","11310.00","11035.00",NULL,"[]","[{""name"":""sir craig\/Sd - "",""price"":""155.00""},{""name"":""rainelle - "",""price"":""80.00""},{""name"":""sir Lanz - "",""price"":""70.00""},{""name"":""sir lanz - "",""price"":""95.00""},{""name"":""SIR LANDINGIN - "",""price"":""80.00""},{""name"":""Sir JC - care off Sir JC"",""price"":""510.00""},{""name"":""sir lanz - "",""price"":""85.00""},{""name"":""sir jann - "",""price"":""110.00""},{""name"":""Sir JC - care off sir JC"",""price"":""520.00""},{""name"":""mr.darin - care off sir jann"",""price"":""60.00""},{""name"":""sir lexter - "",""price"":""60.00""},{""name"":""SIR CJ - "",""price"":""180.00""}]","[{""name"":""sir jaime - care off sir jc (Sep 20) - cash"",""price"":""85.00""},{""name"":""ma'am rhoads - care off sir jc (Sep 21) - cash"",""price"":""95.00""},{""name"":""lesly - care off sir jc (Sep 21) - cash"",""price"":""155.00""},{""name"":""EUCILLE - care off SIR JC (Sep 21) - cash"",""price"":""70.00""}]","130.00","[{""name"":""Ice"",""price"":130}]","2022-09-23 17:41:07","2022-09-23 17:41:07"
"74","2022-09-24","0.00","5850.00","430.00","405.00","0.00","6555.00","6685.00",NULL,"[]","[{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""maam Addessa\/Loyalty Card - "",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""110.00""},{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""sir luke - "",""price"":""60.00""}]","[]","130.00","[{""name"":""Ice"",""price"":130}]","2022-09-24 17:22:04","2022-09-24 17:22:04"
"75","2022-09-27","0.00","9060.00","420.00","2395.00","1330.00","13010.00","11875.00",NULL,"[]","[{""name"":""sir edz - "",""price"":""110.00""},{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""sir landingin - "",""price"":""165.00""},{""name"":""JULEANE G. DOMAOAL(VOUCHER) - care off SIR JANN"",""price"":""85.00""},{""name"":""DARIN - "",""price"":""100.00""},{""name"":""SIR JC - "",""price"":""260.00""},{""name"":""SIR LESTER - "",""price"":""80.00""},{""name"":""SIR TAZ - "",""price"":""230.00""},{""name"":""SIR TAZ - "",""price"":""610.00""},{""name"":""sir Taz - "",""price"":""70.00""},{""name"":""sir taz - "",""price"":""80.00""},{""name"":""sir jc - "",""price"":""190.00""},{""name"":""sir lanz - "",""price"":""85.00""},{""name"":""aleck - "",""price"":""110.00""},{""name"":""sir ghino - care off sir jc"",""price"":""70.00""},{""name"":""JUSTIN JOY B. VILLARE(VOUCHER) - care off SIR JANN"",""price"":""80.00""}]","[{""name"":""Sir JC - care off Sir JC (Sep 23) - cash"",""price"":""510.00""},{""name"":""Sir JC - care off sir JC (Sep 23) - cash"",""price"":""520.00""},{""name"":""sir lexter -  (Sep 23) - cash"",""price"":""60.00""},{""name"":""SIR CJ -  (Sep 23) - cash"",""price"":""180.00""},{""name"":""sir luke -  (Sep 24) - cash"",""price"":""60.00""}]","195.00","[{""name"":"""",""price"":195}]","2022-09-27 17:33:07","2022-09-27 17:33:07"
"76","2022-09-28","0.00","10610.00","1115.00","1135.00","190.00","12790.00","12860.00",NULL,"[]","[{""name"":""Sir Lanz - "",""price"":""70.00""},{""name"":""joshua - care off sir lanz"",""price"":""180.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""mr. darin - "",""price"":""60.00""},{""name"":""SIR RAIN - "",""price"":""175.00""},{""name"":""MA'AM MINERVA - "",""price"":""40.00""},{""name"":""SIR JAIME - care off SIR JC"",""price"":""235.00""},{""name"":""MA'AM RHOADS - care off SIR JC"",""price"":""235.00""},{""name"":""SIR GHINO - "",""price"":""70.00""}]","[{""name"":""SIR LESTER -  (Sep 27) - cash"",""price"":""80.00""},{""name"":""aleck -  (Sep 27) - cash"",""price"":""110.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2022-09-28 17:40:31","2022-09-28 17:40:31"
"77","2022-09-29","0.00","12285.00","935.00","580.00","70.00","13740.00","13800.00",NULL,"[]","[{""name"":""kuya jet - "",""price"":""140.00""},{""name"":""sir lanz - "",""price"":""120.00""},{""name"":""sir rain - "",""price"":""60.00""},{""name"":""mary joy - care off sir jc"",""price"":""260.00""}]","[{""name"":""SIR GHINO -  (Sep 28) - cash"",""price"":""70.00""}]","130.00","[{""name"":""Ice"",""price"":130}]","2022-09-29 17:09:38","2022-09-29 17:09:38"
"78","2022-09-30","0.00","13495.00","190.00","1505.00","475.00","15405.00","15190.00",NULL,"[]","[{""name"":""sir rain - "",""price"":""40.00""},{""name"":""maam sushmita (SD) - "",""price"":""155.00""},{""name"":""maam crissa (SD) - "",""price"":""155.00""},{""name"":""maam Crissa - "",""price"":""70.00""},{""name"":""sir lanz - "",""price"":""70.00""},{""name"":""kuya na diko alam name - care off sir lanz"",""price"":""190.00""},{""name"":""maam minerva - "",""price"":""40.00""},{""name"":""maam Tin - care off maam Justin"",""price"":""450.00""},{""name"":""maam Tin - care off maam justin"",""price"":""75.00""},{""name"":"" mam brylen - "",""price"":""110.00""},{""name"":""shaira - "",""price"":""150.00""}]","[{""name"":""sir lanz -  (Sep 24) - cash"",""price"":""70.00""},{""name"":""sir lanz -  (Sep 27) - cash"",""price"":""70.00""},{""name"":""sir lanz -  (Sep 27) - cash"",""price"":""85.00""},{""name"":""Sir Lanz -  (Sep 28) - cash"",""price"":""70.00""},{""name"":""joshua - care off sir lanz (Sep 28) - cash"",""price"":""180.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2022-09-30 18:02:16","2022-09-30 18:02:16"
"79","2022-10-01","0.00","7515.00","540.00","880.00","150.00","8955.00","8935.00",NULL,"[]","[{""name"":""sir jessel - "",""price"":""20.00""},{""name"":""sir Luis - care off sir Luis"",""price"":""860.00""}]","[{""name"":""shaira -  (Sep 30) - cash"",""price"":""150.00""}]","130.00","[{""name"":""Ice"",""price"":130}]","2022-10-01 17:08:17","2022-10-01 17:08:17"
"80","2022-10-03","0.00","10005.00","185.00","245.00","110.00","10285.00","10435.00",NULL,"[]","[{""name"":""Sir Gino - "",""price"":""140.00""},{""name"":""antz - "",""price"":""35.00""},{""name"":""sir ghino - "",""price"":""70.00""}]","[{""name"":"" mam brylen -  (Sep 30) - cash"",""price"":""110.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2022-10-03 17:49:20","2022-10-03 17:49:20"
"81","2022-10-04","0.00","11940.00","1095.00","405.00","505.00","13815.00","13440.00",NULL,"[]","[{""name"":""sir lance - "",""price"":""45.00""},{""name"":""Sir Vpa - care off sir jann"",""price"":""95.00""},{""name"":""sir landingin(SD) - "",""price"":""90.00""},{""name"":""Sir Lanz - "",""price"":""85.00""},{""name"":""Shai - "",""price"":""90.00""}]","[{""name"":""SIR RAIN -  (Sep 22) - cash"",""price"":""90.00""},{""name"":""SIR JJ -  (Sep 22) - cash"",""price"":""140.00""},{""name"":""SIR RAIN -  (Sep 28) - cash"",""price"":""175.00""},{""name"":""sir rain -  (Sep 29) - cash"",""price"":""60.00""},{""name"":""sir rain -  (Sep 30) - cash"",""price"":""40.00""}]","130.00","[{""name"":""Ice "",""price"":130}]","2022-10-04 17:33:38","2022-10-04 17:33:38"
"82","2022-10-05","0.00","0.00","0.00","1200.00","0.00","1200.00","1200.00",NULL,"[]","[{""name"":""Sir J.D Monton - "",""price"":""180.00""},{""name"":""Ma'am Crissa Tuana - "",""price"":""245.00""},{""name"":""Sir Craig - "",""price"":""90.00""},{""name"":""Sir Baki - care off Mam Brylyn"",""price"":""85.00""},{""name"":""Sir J.J - "",""price"":""80.00""},{""name"":""Sir Lexter - "",""price"":""40.00""},{""name"":""COnference Room - "",""price"":""480.00""}]","[]","0.00","[]","2022-10-05 18:34:41","2022-10-05 18:34:41"
"83","2022-10-06","0.00","16260.00","735.00","1250.00","0.00","17660.00","18245.00",NULL,"[]","[{""name"":""maam monica - "",""price"":""330.00""},{""name"":""sir lanz - "",""price"":""170.00""},{""name"":""sir max - care off sir jm"",""price"":""220.00""},{""name"":""maam shaira - "",""price"":""80.00""},{""name"":""maam bryle - "",""price"":""40.00""},{""name"":""Ma'am Fel - care off Sir Jann"",""price"":""410.00""}]","[]","585.00","[{""name"":""ice"",""price"":585}]","2022-10-06 17:49:35","2022-10-06 17:49:35"
"84","2022-10-07","0.00","12330.00","375.00","345.00","0.00","12790.00","13050.00",NULL,"[]","[{""name"":""sir Paul\/(Loyalty Card) - "",""price"":""95.00""},{""name"":""mam bryle - "",""price"":""170.00""},{""name"":""sir baki - "",""price"":""80.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2022-10-07 17:28:41","2022-10-07 17:28:41"
"85","2022-10-08","0.00","6090.00","690.00","800.00","170.00","7490.00","7580.00",NULL,"[]","[{""name"":""mam Alex - "",""price"":""70.00""},{""name"":""sir Lance - "",""price"":""185.00""},{""name"":""sir lance - "",""price"":""85.00""},{""name"":""sir  mike - "",""price"":""120.00""},{""name"":""sir MIke - "",""price"":""240.00""},{""name"":""oj - "",""price"":""100.00""}]","[{""name"":""Shai -  (Oct 04) - cash"",""price"":""90.00""},{""name"":""maam shaira -  (Oct 06) - cash"",""price"":""80.00""}]","260.00","[{""name"":"""",""price"":260}]","2022-10-08 17:07:14","2022-10-08 17:07:14"
"86","2022-10-10","0.00","11350.00","580.00","1340.00","990.00","14000.00","13270.00",NULL,"[]","[{""name"":""maam SHush(SD) - "",""price"":""405.00""},{""name"":""shaira - "",""price"":""100.00""},{""name"":""sir lanz - "",""price"":""85.00""},{""name"":""kuya jett - "",""price"":""160.00""},{""name"":""maam brylyn - "",""price"":""220.00""},{""name"":""sir lanz - "",""price"":""85.00""},{""name"":""Ma'am bry - "",""price"":""285.00""}]","[{""name"":""SIR TAZ -  (Sep 27) - cash"",""price"":""230.00""},{""name"":""SIR TAZ -  (Sep 27) - cash"",""price"":""610.00""},{""name"":""sir Taz -  (Sep 27) - cash"",""price"":""70.00""},{""name"":""sir taz -  (Sep 27) - cash"",""price"":""80.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2022-10-10 17:23:01","2022-10-10 17:23:01"
"87","2022-10-11","0.00","10560.00","610.00","300.00","990.00","12200.00","11470.00",NULL,"[]","[{""name"":""sir lanz - "",""price"":""110.00""},{""name"":""mam ganda - "",""price"":""80.00""},{""name"":""sir jj - care off sir jc"",""price"":""110.00""}]","[{""name"":""SIR JC -  (Sep 27) - cash"",""price"":""260.00""},{""name"":""sir jc -  (Sep 27) - cash"",""price"":""190.00""},{""name"":""sir ghino - care off sir jc (Sep 27) - cash"",""price"":""70.00""},{""name"":""SIR JAIME - care off SIR JC (Sep 28) - cash"",""price"":""235.00""},{""name"":""MA'AM RHOADS - care off SIR JC (Sep 28) - cash"",""price"":""235.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2022-10-11 17:20:02","2022-10-11 17:20:02"
"88","2022-10-12","0.00","14865.00","525.00","995.00","0.00","16155.00","16385.00",NULL,"[]","[{""name"":""VPA - care off sir JANN"",""price"":""110.00""},{""name"":""Janna lou Presto(voucher) - care off sir Jann"",""price"":""285.00""},{""name"":""sir lanz - "",""price"":""110.00""},{""name"":""shaira - "",""price"":""110.00""},{""name"":""sir enginer - "",""price"":""70.00""},{""name"":""sir lexter - "",""price"":""60.00""},{""name"":""sir Brylle - "",""price"":""250.00""}]","[]","230.00","[{""name"":""ice"",""price"":230}]","2022-10-12 18:09:52","2022-10-12 18:09:52"
"89","2022-10-13","0.00","10150.00","120.00","205.00","320.00","10535.00","10475.00",NULL,"[]","[{""name"":""maam Tin - "",""price"":""60.00""},{""name"":""maam xia - "",""price"":""145.00""}]","[{""name"":""shaira -  (Oct 10) - cash"",""price"":""100.00""},{""name"":""kuya jett -  (Oct 10) - cash"",""price"":""160.00""},{""name"":""sir lexter -  (Oct 12) - cash"",""price"":""60.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2022-10-13 17:28:55","2022-10-13 17:28:55"
"90","2022-10-14","0.00","13535.00","595.00","620.00","770.00","15260.00","14750.00",NULL,"[]","[{""name"":""sir lexter - "",""price"":""60.00""},{""name"":""maam zeny - care off sir ghinno"",""price"":""170.00""},{""name"":""poging france - "",""price"":""85.00""},{""name"":""sir lanz - "",""price"":""170.00""},{""name"":""john rey tomines\/(voucher) - care off sir Jann"",""price"":""95.00""},{""name"":""sir cj - "",""price"":""40.00""}]","[{""name"":""SIR EDZ -  (Sep 19) - cash"",""price"":""195.00""},{""name"":""SIR EDZ -  (Sep 19) - cash"",""price"":""85.00""},{""name"":""SIR EDZ -  (Sep 19) - cash"",""price"":""100.00""},{""name"":""sir edz -  (Sep 20) - cash"",""price"":""85.00""},{""name"":""sir edz -  (Sep 21) - cash"",""price"":""195.00""},{""name"":""sir edz -  (Sep 27) - cash"",""price"":""110.00""}]","260.00","[{""name"":"""",""price"":260}]","2022-10-14 17:17:50","2022-10-14 17:17:50"
"91","2022-10-15","0.00","5590.00","280.00","325.00","1020.00","7020.00","6195.00",NULL,"[]","[{""name"":""sir jj - "",""price"":""80.00""},{""name"":""sir Taz - "",""price"":""90.00""},{""name"":""sir jade - "",""price"":""85.00""},{""name"":""Sir Bryle Estrada - "",""price"":""70.00""}]","[{""name"":""SIR LANZ -  (Sep 16) - cash"",""price"":""85.00""},{""name"":""sir lanz -  (Sep 17) - cash"",""price"":""85.00""},{""name"":""SIR LANZ -  (Sep 19) - cash"",""price"":""145.00""},{""name"":""sir lanz -  (Sep 20) - cash"",""price"":""70.00""},{""name"":""sir lanz -  (Sep 20) - cash"",""price"":""70.00""},{""name"":""sir lanz -  (Sep 21) - cash"",""price"":""115.00""},{""name"":""sir lanz -  (Sep 22) - cash"",""price"":""70.00""},{""name"":""sir Lanz -  (Sep 23) - cash"",""price"":""70.00""},{""name"":""sir lanz -  (Sep 23) - cash"",""price"":""95.00""},{""name"":""sir lanz -  (Sep 23) - cash"",""price"":""85.00""},{""name"":""sir lance -  (Oct 04) - cash"",""price"":""45.00""},{""name"":""Sir Lanz -  (Oct 04) - cash"",""price"":""85.00""}]","195.00","[{""name"":""ice"",""price"":195}]","2022-10-15 17:07:31","2022-10-15 17:07:31"
